model,descriptor,scale,sim_target,sim_orig_target,delta_target,path,stem
LAION-CLAP,bass,0.3,0.10975312441587448,0.08002428710460663,0.029728837311267853,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_bass_0.3.wav,guitar
LAION-CLAP,bass,0.6,0.11815061420202255,0.08002428710460663,0.038126327097415924,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_bass_0.6.wav,guitar
LAION-CLAP,bass,1.0,0.01915709301829338,0.08002428710460663,-0.06086719408631325,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_bass_1.0.wav,guitar
LAION-CLAP,big,0.3,0.07218029350042343,0.045002348721027374,0.027177944779396057,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_big_0.3.wav,guitar
LAION-CLAP,big,0.6,0.09115252643823624,0.045002348721027374,0.04615017771720886,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_big_0.6.wav,guitar
LAION-CLAP,big,1.0,0.07954301685094833,0.045002348721027374,0.03454066812992096,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_big_1.0.wav,guitar
LAION-CLAP,church,0.3,-0.02553647756576538,-0.07964855432510376,0.05411207675933838,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_church_0.3.wav,guitar
LAION-CLAP,church,0.6,-0.009862571023404598,-0.07964855432510376,0.06978598330169916,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_church_0.6.wav,guitar
LAION-CLAP,church,1.0,0.06378739327192307,-0.07964855432510376,0.14343594759702682,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_church_1.0.wav,guitar
LAION-CLAP,clear,0.3,0.01544658187776804,0.00029712170362472534,0.015149460174143314,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_clear_0.3.wav,guitar
LAION-CLAP,clear,0.6,0.011888590641319752,0.00029712170362472534,0.011591468937695026,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_clear_0.6.wav,guitar
LAION-CLAP,clear,1.0,0.0051890769973397255,0.00029712170362472534,0.004891955293715,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_clear_1.0.wav,guitar
LAION-CLAP,deep,0.3,0.05886763334274292,0.011608803644776344,0.047258829697966576,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_deep_0.3.wav,guitar
LAION-CLAP,deep,0.6,0.07660548388957977,0.011608803644776344,0.06499668024480343,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_deep_0.6.wav,guitar
LAION-CLAP,deep,1.0,0.26994553208351135,0.011608803644776344,0.258336728438735,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_deep_1.0.wav,guitar
LAION-CLAP,distant,0.3,-0.11117815226316452,-0.13366001844406128,0.02248186618089676,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_distant_0.3.wav,guitar
LAION-CLAP,distant,0.6,-0.05653699114918709,-0.13366001844406128,0.07712302729487419,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_distant_0.6.wav,guitar
LAION-CLAP,distant,1.0,-0.0003178762854076922,-0.13366001844406128,0.1333421421586536,//Users/lindseydeng/Desktop/timbre_semantics_experiment2/test_audio/reverb/guitar_reverb_distant_1.0.wav,guitar
